"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",-0.281301673896235,0.263857801878076,-0.303548272286436,0.263819926396447,-0.145688798106408,0.0798734250411203,-0.305728433618962,0.0038406305442396,-0.0477984156908831,0.205515523613293,-0.322962359161637,-0.581058745133665,0.102627797613672,-0.267261241912422
"2",-0.172443192206758,0.259846481922151,-0.193828594251796,-0.137665467023931,-0.402821521728826,0.0700109678293852,-0.366832687231861,0.349372695229001,0.0102330541173528,-0.354009796913637,0.221154924470932,0.420310441246058,0.00102038318663262,-0.267261241912423
"3",-0.223236690748849,0.201336619463611,-0.174667279521648,-0.00990564902041382,-0.00511445904907626,-0.0809015426457771,0.185413796087201,-0.368551203526422,0.140345545476316,0.361803269443421,-0.0411247895853741,0.331377972354875,-0.607217443944384,-0.267261241912427
"4",-0.152749390263624,0.200144036835058,-0.119520753599237,-0.402048207729778,-0.148272302380396,-0.121808855279979,0.583098794505873,-0.256915238724131,-0.134796820787014,-0.196053242695994,0.0230481893934735,-0.117487163265136,0.418903591094947,-0.267261241912423
"5",-0.143457144222468,0.0172897659449453,0.232978283614927,-0.0536462460813795,0.430749601474276,0.103605239513051,-0.236133841949076,-0.153000618559266,-0.739341497870326,-0.0971572436378539,-0.0396667318869012,0.124186837176292,-0.0450210390030549,-0.267261241912428
"6",0.0211084507502546,0.0544006277752717,0.409172379141879,-0.445072743119682,0.180848102576257,0.100118882692854,-0.378967324944343,-0.244603316124462,0.529424120759087,0.0139026223427934,-0.0999651142956906,-0.0716864614078809,0.133651237064149,-0.267261241912429
"7",-0.104466840956139,-0.545786153961819,0.0206324145921523,0.0248672323563445,-0.17418887946706,-0.74205094552189,-0.183721350821771,-0.0394308166549924,-0.0321903966592209,-0.000950005668204062,-0.0259783113434807,-0.0150338671561033,0.022445413320341,-0.267261241912424
"8",-0.241612077574071,-0.670962777699768,-0.0930026444906866,0.00155567736345941,-0.120609789057065,0.607821925738837,0.151474217882793,0.0111667637905839,0.0623693709336549,0.00743795262028272,0.0152127589592284,0.00620290274932085,-0.00857647592740333,-0.267261241912425
"9",0.385907308862709,0.0698762929562665,0.445491394190662,0.0255461299064427,-0.445817354212097,0.0715568656827519,0.138902730002049,0.0431530280574009,-0.150516897892023,-0.16220065364135,0.0162751778731549,-0.335290172361292,-0.434707572862702,-0.267261241912421
"10",0.223318384610762,0.0932383333764873,0.2473193257849,0.568053254233202,-0.167631070836958,0.0636105351479958,0.0624425376597536,-0.188791332458332,0.0485474948982176,0.163845650929472,-0.126189159108736,0.406438960488252,0.451828827569178,-0.267261241912422
"11",0.565960365339252,-0.0573404798678268,-0.31081178956741,-0.356295184492111,0.0638629893337355,0.0229924559438916,-0.0231027400730196,0.310390780386231,-0.153248500788204,0.482256434337522,-0.099281565634947,0.078823370928971,0.0883883683564721,-0.267261241912426
"12",0.408806824696596,-0.0411531148420236,-0.444719366739556,0.235452953161223,0.336211617390636,-0.00156799657278875,-0.0441611825775892,-0.264754897468051,0.174219952530606,-0.508061544516245,0.118294772347432,-0.0948927352622842,-0.0998896199722704,-0.267261241912424
"13",-0.126033085387467,0.0903460492160408,0.131327397382886,0.171716373694761,0.234797155923497,-0.0567655203634826,0.0887516672115219,0.213688412305709,0.0907007228290242,0.272118216144067,0.783428234061682,-0.211783971506263,0.0707987651191009,-0.267261241912423
"14",-0.159801239003959,0.064906517003533,0.153177505749362,0.113621950355431,0.363674708139465,-0.116495437205973,0.328563817867439,0.584435113202499,0.202052268143413,-0.188447182357574,-0.422246026089132,0.0598926311488475,-0.094252231614676,-0.267261241912424
